company;ano;mes;valorNota;valorTotalFaturamento
ed469c39a56f062b09e2d930ca0bd68820bf1348f3a202584f0c241675d7261a;2021;8;91417.785;91417.785
ef808b6ad3c2e31fdf3da46626f836bb043edc47fa8ee44b9787af75103a1638;2021;8;1124113.6875;1124113.6875
d620520646600741aaa64d9367e794899bf87aeb551937a94fbbbe27db1cd449;2021;8;82001.16;82001.16
c545e8d6e41ea7e0dd07532d1f1cb4c12e9778140fa1a60065b8a9b04e5b63c8;2021;8;40930.5;40930.5
7b7ac860e214a4635068ef1295f6527abf15adbd9e1dcfd607e3b2c5b9d10d09;2021;8;50667.06;50667.06
a6f19f04c004ac29a20c904e1306f5fa7829c683b608c11d749c90ed9f236419;2021;8;1144190.1;1144190.1
51d4d1034ab628e0e403aa8c0be09afce03d6d5d65042d2e0aeec6b3e146ddec;2021;8;16705.95;16705.95
b470b5aee95229627587e41113f76eac907c0d9c982027468eeff519880af337;2021;8;55675.275;55675.275
ac2eef062ad563468b9982ffdfbac49dcecd59cced7886cf7ecd3c2bf1b90e63;2021;8;22700.1;22700.1
7db6becc21dc8fd7912d1caa7edb8f2ada9fa794c3e9ba4f5a36b2e605df2151;2021;8;12105.8775;12105.8775
6e5083d53bf280287e75d646967cfea7a73e04c7a3b349b14ab82af84adc14a0;2021;8;58213.6875;58213.6875
c9c4364be2a27be717cebf3ade3d3137e9fe978b25fe0d3da5c13f21e365b0a0;2021;8;113626.92;113626.92
862fac48a58dcd2c50f52aa80824cc1457694fc1e521799915755c670a3f7239;2021;8;360855.5475;360855.5475
1691f36c91ffea1129900da7ea18abbe8b97204f6084723aac3657d9a735d658;2021;8;4882.8675;4882.8675
04e2efb50d949b55b419f86fd5aa38c6ab1ad239c0a45b999497d03a4a2b2dfb;2021;8;163130.205;163130.205
1e6c2674c2fd0a385df86d5b8dce5210ef6d81029511e9924d3ce4ba7255f570;2021;8;119059.185;119059.185
c79c53924117ec71ea389ce1de03f00495a5a67d45ed5ac5fc67744827464f1b;2021;8;52283.1675;52283.1675
732b9ab1a0914c5cc3e1c105d33328a31c36242be6af1ee0ce099f5f75b92ca7;2021;8;180051.795;180051.795
a918523961b65a5c1b939176a5108eba08834a7e4e9924d4e6fe6793fbdc3f6b;2021;8;5662.005;5662.005
0fa33f5fe1e69dbbf1f5ae7d4271c23d4cebd76b66da282db168cde82a0a68a7;2021;8;71479.365;71479.365
b0006faa8a480357190e66d198065e160aa67b6eec748a4166f050bc8fc536ad;2021;12;0.0;0.0
4d8d418aafc8fd15dfaa5ec03b55d9ab5d262c457f9f47d595f32e674fe93f1d;2021;12;54424.0875;54424.0875
471e0ed7fedbefe3e45789eaa4d7ca2eef69354dd4077d4718e88606fe589fc3;2021;12;112723.905;112723.905
689c4ed068fcc90bfaca0797b92d5e6acaa9c6861f721debe5531fc224b5d974;2021;12;77072.895;77072.895
6e63340d51a92f6f6688f3ffec18a3df14f0976232b975ece415669674b2baaa;2021;12;12951.1725;12951.1725
9178cd328017f45c4370796842eb9d8ec3e3ed74e13a152ad9a3919bbc2ad784;2021;12;25320.8325;25320.8325
02b86ffdcb29acfa21d048e795c652ca778fe05422b6c90a95e3ad2f1020d933;2021;12;137479.7175;137479.7175
cb1f53e634bb83b35b3299fb6a00d6e15fb71b742496dedda49ee6e267e7b810;2021;12;423362.0625;423362.0625
6804ebaffa50ed076556c65f8b1a3184ff16eca1588f6b2428c9242f1f13252a;2021;12;235928.805;235928.805
615c418ee45134270af9566b7eb4274cb44b1248acff1e8446d7370ab9425481;2021;12;285265.425;285265.425
a5da86a7a614ef3bb5f560f59d230c0a10686c1cc9ff1610518b7f1941592b7f;2021;12;615863.685;615863.685
503a048720b15d4775b4c03a71b87624494193657500d478417b4f3058c2005b;2021;3;17459.415;17459.415
a98133f5318f13c43c799ed82a6f90db3ec58ae04957165399eb61d2394c6462;2021;4;84437.475;84437.475
1691f36c91ffea1129900da7ea18abbe8b97204f6084723aac3657d9a735d658;2021;4;3637.3575;3637.3575
1fe80c8dfe8051d2cbba66946d8d3f38fc70b6c7ac44211363f67f96ee983112;2021;4;12485.0775;12485.0775
2c92c75475931af9f18d26afafc7122da433432ffa334531cb88f40f3dd875da;2021;4;245764.725;245764.725
96ac7bc795e72bff08df0567863a10121b559563131930d74d2f86bd7c125751;2021;5;6330.375;6330.375
b8822095f4bad5fa007c4fec3ebb4cbdac1656ff609401e61c6c8f698cc9708d;2021;5;6317.5575;6317.5575
372e531e017d0fbde3baf3e367f1ecb1e63effe9d32a24913fd39ac2fd0adfd7;2021;6;34776.555;34776.555
a5da86a7a614ef3bb5f560f59d230c0a10686c1cc9ff1610518b7f1941592b7f;2021;6;506156.7975;506156.7975
261e7698ac0ed1bcc42b495c14348db83fdb698e924d16dc92273910479fb282;2021;6;303729.675;303729.675
af4ed271e23ce820f6cd9b9a0e13134abe96dfab6443359ac34ba3623ac792d4;2021;6;9451.2075;9451.2075
d620520646600741aaa64d9367e794899bf87aeb551937a94fbbbe27db1cd449;2021;6;65066.28;65066.28
61c61504181d2e6c8bf66ab9fcb25fdfb140c8d40e5e3f623bc817d4e0fc4b91;2021;6;280503.39;280503.39
bea410d04f41874bdd9a20431b1ac7f0596f1521ea27ae828f75fe13d157b417;2021;6;106830.1575;106830.1575
3dcb7ffbc2a750b828bf36a89aaf970bf009d5ade1073bfef7bceef2ecf46b82;2021;6;173365.7325;173365.7325
88d31b93730ed52eb740e5007487a2e9ca48f071d0071eaefaf42e123cb932db;2021;6;161990.7225;161990.7225
